Timestamp,ValueX,ValueY,ValueZ
2024-01-04 20:57:10.698967,6,3,6
2024-01-04 20:57:11.701210,2,2,8
2024-01-04 20:57:12.703636,8,7,5
2024-01-04 20:57:13.705949,8,6,9
2024-01-04 20:57:14.707031,5,7,2
2024-01-04 20:57:15.708533,3,3,3
2024-01-04 20:57:16.709863,6,8,1
2024-01-04 20:57:17.711740,7,9,1
2024-01-04 20:57:18.713715,7,6,8
2024-01-04 20:57:19.715131,7,3,9
2024-01-04 20:57:20.717354,2,7,8
2024-01-04 20:57:21.719116,7,8,6
2024-01-04 20:57:22.721160,9,10,7
2024-01-04 20:57:23.722885,3,5,1
2024-01-04 20:57:24.724803,1,6,9
2024-01-04 20:57:25.726783,4,8,3
2024-01-04 20:57:26.729242,1,5,8
2024-01-04 20:57:27.731297,2,7,8
2024-01-04 20:57:28.733634,6,10,6
2024-01-04 20:57:29.735005,6,1,10
2024-01-04 20:57:30.736924,7,6,8
2024-01-04 20:57:31.738875,1,4,2
2024-01-04 20:57:32.740993,10,5,7
2024-01-04 20:57:33.743160,9,3,5
2024-01-04 20:57:34.745170,3,5,9
2024-01-04 20:57:35.746994,6,6,6
2024-01-04 20:57:36.748920,3,1,1
2024-01-04 20:57:37.750871,6,6,9
2024-01-04 20:57:38.752799,2,7,6
2024-01-04 20:57:39.755205,3,1,6
2024-01-04 20:57:40.756690,1,2,6
2024-01-04 20:57:41.758704,9,1,8
2024-01-04 20:57:42.760940,8,5,6
2024-01-04 20:57:43.762787,6,2,3
2024-01-04 20:57:44.764720,4,10,10
2024-01-04 20:57:45.766242,3,4,8
2024-01-04 20:57:46.768137,9,7,4
2024-01-04 20:57:47.770369,10,5,10
2024-01-04 20:57:48.772319,7,2,3
2024-01-04 20:57:49.773856,1,10,6
2024-01-04 20:57:50.775212,9,5,2
2024-01-04 20:57:51.777165,9,2,5
2024-01-04 20:57:52.779039,4,1,4
2024-01-04 20:57:53.780966,6,9,4
2024-01-04 20:57:54.782896,8,4,7
2024-01-04 20:57:55.785190,2,6,5
2024-01-04 20:57:56.845341,9,7,3
2024-01-04 20:57:57.847057,4,2,10
2024-01-04 20:57:58.849194,6,8,2
2024-01-04 20:57:59.851362,10,1,1
2024-01-04 21:13:14.485533,1,10,10
2024-01-12 16:23:06.465462,-8264 12996 -4852
2024-01-12 16:23:06.478949,-8264 12996 -4852
2024-01-12 16:23:06.492478,-8264 12996 -4852
2024-01-12 16:23:06.658179,-8264 12996 -4852
2024-01-12 16:23:07.673068,-8296 13032 -4816
2024-01-12 16:23:08.667755,-8260 13004 -4804
2024-01-12 16:23:09.692818,-8280 13020 -4836
2024-01-12 16:23:10.690948,-8244 13008 -4832
2024-01-12 16:23:11.686807,-8280 13036 -4816
2024-01-12 16:23:12.693519,-8280 13036 -4816
2024-01-12 16:23:13.656902,-8260 13068 -4848
2024-01-12 16:23:14.678144,-8316 13052 -4792
2024-01-12 16:23:15.731812,-8312 13008 -4888
2024-01-12 16:23:16.675078,-8196 12996 -4860
2024-01-12 16:23:19.466448,-8268 13020 -4708
2024-01-12 16:23:21.502377,-8228 13092 -4712
2024-01-12 17:46:24.884407,-872 -1024 17044
2024-01-12 17:46:25.673171,-1100 -1016 16912
2024-01-12 17:46:26.814292,-716 -1156 17048
2024-01-12 17:46:27.811539,-716 -1156 17048
2024-01-12 17:46:30.007724,-980 -1076 16852
2024-01-12 17:46:30.017277,-980 -1076 16852
2024-01-12 17:46:30.815416,-868 -944 17080
2024-01-12 17:46:33.006703,-932 -1080 16864
2024-01-12 17:46:33.010552,-932 -1080 16864
2024-01-12 17:46:33.815646,-972 -992 16880
2024-01-12 17:46:36.005129,-848 -1120 16920
2024-01-12 17:46:36.008395,-848 -1120 16920
2024-01-12 17:46:36.814773,-848 -1120 16920
2024-01-12 17:46:39.009036,-860 -1048 16816
2024-01-12 17:46:39.013977,-860 -1048 16816
2024-01-12 17:46:39.814193,-976 -1084 16892
2024-01-12 17:46:42.021673,-1080 -1076 17112
2024-01-12 17:46:42.031809,-1080 -1076 17112
2024-01-12 17:46:42.815755,-1080 -1076 17112
2024-01-12 17:46:45.037717,-928 -1192 16804
2024-01-12 17:46:45.046329,-928 -1192 16804
2024-01-12 17:46:45.815322,-928 -1192 16804
2024-01-12 17:46:48.034591,-936 -1096 16960
2024-01-12 17:46:48.040251,-936 -1096 16960
2024-01-12 17:46:48.812013,-948 -1084 16892
2024-01-12 17:46:51.067089,-972 -1080 16968
2024-01-12 17:46:51.079379,-972 -1080 16968
2024-01-12 17:46:51.810054,-972 -1080 16968
2024-01-12 17:46:54.046440,-784 -1000 17068
2024-01-12 17:46:54.051513,-784 -1000 17068
2024-01-12 17:46:54.814289,-784 -1000 17068
2024-01-12 17:46:56.053385,-1088 -1168 16872
2024-01-12 17:46:56.821421,-1028 -1056 16880
2024-01-12 17:46:59.062073,-1008 -1276 16832
2024-01-12 17:46:59.067458,-1008 -1276 16832
2024-01-12 17:46:59.811844,-1008 -1276 16832
2024-01-12 17:47:02.076042,-736 -1124 16820
2024-01-12 17:47:02.083326,-736 -1124 16820
2024-01-12 17:47:02.815068,-796 -1088 16860
2024-01-12 17:47:04.109078,-904 -1108 16920
2024-01-12 17:47:04.818149,-904 -1108 16920
2024-01-12 17:47:05.820206,-744 -1024 16920
2024-01-12 17:47:06.824544,-944 -1012 16912
2024-01-12 17:47:07.810733,-748 -1124 17004
2024-01-12 17:47:08.828731,-748 -1124 17004
2024-01-12 17:47:09.812219,-888 -1004 17016
2024-01-12 17:47:10.828482,-972 -1068 16800
2024-01-12 17:47:11.828557,-1040 -1028 16784
2024-01-12 17:47:12.822006,-896 -1000 16812
2024-01-12 17:47:13.830067,-896 -1000 16812
2024-01-12 17:47:14.811267,-756 -1172 17220
2024-01-12 17:47:15.833438,-756 -1172 17220
2024-01-12 17:47:16.825348,-1020 -1012 16948
2024-01-12 17:47:17.825594,-1020 -1012 16948
2024-01-12 17:47:18.833896,-876 -1160 16836
2024-01-12 17:47:19.837268,-844 -1048 16920
2024-01-12 17:47:20.820849,-844 -1048 16920
2024-01-12 17:47:21.810445,-1136 -944 16844
2024-01-12 17:47:22.829750,-1136 -944 16844
2024-01-12 17:47:23.813869,-1028 -1040 16932
2024-01-12 17:47:24.810492,-924 -1056 16900
2024-01-12 17:47:25.845029,-836 -1048 16908
2024-01-12 17:47:26.820553,-836 -1048 16908
2024-01-12 17:47:27.824381,-872 -1104 16888
2024-01-12 17:47:28.809448,-820 -1012 16816
2024-01-12 17:47:29.819534,-1008 -992 16920
2024-01-12 17:47:30.844100,-816 -1084 16932
2024-01-12 17:47:31.830149,-816 -1084 16932
2024-01-12 17:47:32.837173,-940 -1056 16952
2024-01-12 17:47:33.830874,-916 -1060 16848
2024-01-12 17:47:34.848112,-916 -1060 16848
2024-01-12 17:47:35.812341,-864 -1124 16956
2024-01-12 17:47:36.830154,-1100 -1016 16880
2024-01-12 17:47:37.813471,-944 -1044 16908
2024-01-12 17:47:38.815818,-872 -1164 16812
2024-01-12 17:47:39.823008,-872 -1164 16812
2024-01-12 17:47:40.843154,-872 -1164 16812
2024-01-12 17:47:41.835838,-1076 -1032 17004
2024-01-12 17:47:42.829570,-952 -1100 16808
2024-01-12 17:47:43.841604,-1120 -936 16832
2024-01-12 17:47:44.826532,-1120 -936 16832
2024-01-12 17:47:45.825266,-1120 -936 16832
2024-01-12 17:47:46.837713,-840 -1076 16884
2024-01-12 17:47:47.823945,-840 -1076 16884
2024-01-12 17:47:48.830497,-1008 -948 16984
2024-01-12 17:47:49.810367,-964 -1192 16948
2024-01-12 17:47:50.809953,-964 -1192 16948
2024-01-12 17:47:51.836032,-908 -1060 16848
2024-01-12 17:47:52.842140,-1068 -1060 16960
2024-01-12 17:47:53.824224,-944 -1044 16936
2024-01-12 17:47:54.818059,-944 -1044 16936
2024-01-12 17:47:55.836809,-988 -992 16988
2024-01-12 17:47:56.809569,-928 -1160 16972
2024-01-12 17:47:57.829612,-920 -1164 16976
2024-01-12 17:47:58.818517,-944 -1100 16936
2024-01-12 17:47:59.813065,-944 -1100 16936
2024-01-12 17:48:00.830777,-912 -1156 16812
2024-01-12 17:48:01.854926,-1012 -1084 16868
2024-01-12 17:48:02.820493,-904 -1036 16936
2024-01-12 17:48:03.811524,-804 -1176 16912
2024-01-12 17:48:04.851771,-804 -1176 16912
